0 0 -64.2412 -40.0034 131.046 0.980681 -0.180311 0.0758402 2.94625 17.3277
0 1 -64.0179 -36.8547 118.51 0.99985 -0.00995387 -0.0142002 2.3617 21.4661
0 2 -59.83 -41.5195 120.388 -0.347128 -0.260259 -0.900981 1.05624 16.0159
1 0 -18.1884 -30.5813 129.077 -0.276086 -0.601273 0.749831 1.02031 3.75788
1 1 -14.8454 -36.9424 120.368 -0.994288 -0.0361598 -0.100422 2.34628 27.8573
3 0 38.648 -40.5112 117.268 0.998892 0.0400493 0.0247015 2.12652 14.6581
3 1 38.924 -48.1908 124.116 0.644137 0.461694 0.609858 1.74628 4.1236
3 2 50.417 -33.3972 113.884 0.768218 0.612576 -0.185989 1.03874 4.65866
5 0 101.139 -44.8347 121.392 -0.699668 0.642066 0.313395 4.73573 15.5812
6 0 114.339 -43.2668 120.219 0.876249 0.467328 -0.117439 4.89138 9.14348
7 0 130.967 -36.6242 116.986 -0.902837 -0.418087 0.100443 4.45432 14.4612
8 0 146.765 -32.0629 108.122 0.383586 -0.299388 -0.87363 2.78919 5.73686
8 1 157.75 -25.4827 115.206 -0.898552 -0.438866 0.00123556 4.32907 14.6663
9 0 164.812 -19.2142 113.189 0.946113 0.293061 -0.137785 1.26524 6.11608
9 1 168.645 -23.6289 117.345 0.105817 0.447793 0.887854 1.78102 14.8212
10 0 169.77 -19.0629 115.98 0.967379 0.251866 0.0272163 2.08987 9.96671
10 1 174.357 -26.5565 115.886 0.156789 -0.522556 -0.838065 1.43124 11.662
10 2 192.237 -34.8372 117.034 0.678928 -0.734201 -0.00230929 1.15624 7.56508
11 0 201.703 -42.9385 120.711 -0.3501 0.913749 0.206138 1.00277 7.03199
11 1 206.771 -46.2577 117.714 -0.744613 0.667186 -0.0203671 2.00768 11.6468
