0 -135.779 -26.5811 201.837 0.990924 0.122315 0.05576 3.85807 9.1283
1 -127.037 -24.8221 203.172 0.989842 -0.10255 -0.0984736 4.61468 21.6416
2 -106.032 -26.0361 201.106 0.97577 -0.180769 -0.123273 4.2108 12.9172
3 -94.0448 -27.4021 197.549 0.990685 -0.133565 -0.0265314 2.20604 9.15295
4 -84.9819 -30.8344 201.683 0.994792 0.0751484 -0.0688619 6.18397 24.3519
5 -61.049 -29.5167 200.099 0.997778 0.0433767 -0.0505629 5.4159 48.5261
6 -13.05 -26.5158 199.187 0.977906 -0.0834417 -0.191667 5.01753 56.3983
7 40.949 -31.4597 187.631 0.792888 0.486183 0.367362 5.43331 14.1312
8 49.951 -29.6497 187.927 0.980108 0.194638 -0.038771 4.69519 13.5552
9 61.949 -27.5217 188.171 0.995912 0.0722743 -0.0541744 5.28868 9.49382
