0 0 -127.584 -20.175 204.351 -0.990531 -0.108407 -0.0842419 0.683624 8.34623
1 0 -121.884 -20.9357 204.32 0.996774 -0.057999 0.0554843 1.46743 10.1829
1 1 -111.169 -20.337 203.41 0.992527 -0.0788093 0.093162 0.805558 5.13288
2 0 -104.962 -22.849 205.222 0.92702 0.1289 -0.352163 1.35293 12.2661
3 0 -94.7033 -22.8464 199.794 0.563015 -0.0527462 0.824761 1.75111 13.8816
4 0 -76.5253 -21.9616 202.046 0.985387 0.0887342 -0.14539 0.825448 15.6572
4 1 -71.2587 -28.9746 207.188 0.515521 -0.695837 0.50005 2.07068 6.71101
5 0 -60.9592 -30.5469 206.036 0.999272 0.0243003 -0.0294099 1.03708 11.6712
6 0 9.909 -30.5698 191.562 0.971212 -0.216656 -0.099034 3.45568 9.63435
7 0 43.511 -21.7975 193.104 0.254739 0.537616 -0.803789 1.23128 5.00894
7 1 44.873 -29.1568 185.656 -0.930171 -0.119456 -0.347149 3.51419 4.88396
7 2 45.951 -31.9294 192.653 -0.942339 0.133093 0.307055 2.22763 6.03892
9 0 62.388 -27.6932 184.615 0.994868 0.0643002 -0.0781277 4.0104 8.53213
9 1 70.828 -24.1197 190.349 -0.999752 0.00292262 0.0220868 3.38158 8.97204
