0 -78.5035 -36.0396 120.67 0.991357 -0.0836089 0.101096 4.82634 36.7687
1 -42.5206 -39.2406 123.744 0.991498 0.121272 0.0471643 4.96931 30.5227
2 -12.5353 -35.528 132.159 0.9447 -0.233917 -0.229835 3.70187 54.3917
3 38.47 -44.1271 120.835 0.998584 0.00201432 0.0531556 4.90616 15.2183
4 53.471 -45.123 122.592 0.998632 0.0289655 -0.0435417 3.38215 39.2521
5 92.465 -43.9844 121.458 0.995603 -0.074819 -0.0563648 3.80118 18.3836
6 110.468 -45.147 120.799 0.888745 0.436526 -0.139919 3.52941 15.1941
7 122.467 -39.5569 118.146 0.937612 0.323378 -0.127716 2.91392 23.605
8 143.476 -32.1264 115.25 0.905807 0.423675 0.00362989 2.84371 24.5878
9 164.467 -21.9209 116.164 0.928057 0.370591 -0.0370526 2.32143 7.68539
10 170.465 -23.065 114.478 0.87938 -0.434193 0.195365 2.42532 31.7636
11 197.472 -38.3321 118.298 0.774812 -0.632192 -0.0007807 1.0572 12.6555
