1 0 1.82719 -0.303353 0.421126 -0.490489 0.212577 -0.845122 0.00967748 0.0559272
1 1 2.00022 -0.400247 0.457384 0.253776 0.180133 0.950342 0.0126811 0.0913139
1 2 1.78334 -0.337955 0.470076 -0.206155 0.0830558 0.974988 0.0643899 0.156376
1 3 1.9587 -0.23144 0.610738 0.355042 0.924683 -0.137502 0.0135293 0.0563833
1 4 1.95488 -0.404068 0.692454 -0.613654 -0.270147 -0.741923 0.0263529 0.162882
1 5 2.00629 -0.379764 0.712914 0.0641906 -0.967796 -0.243415 0.0173294 0.116776
2 0 1.92771 -0.405227 0.807141 -0.954623 -0.261248 0.142987 0.0147148 0.133103
2 1 1.9923 -0.388524 0.837833 0.456849 -0.168344 0.87347 0.0223633 0.108895
2 2 2.05289 -0.260623 0.859095 0.123724 -0.353798 -0.927103 0.0286041 0.160507
2 3 1.90172 -0.197017 0.889303 0.440884 0.2904 -0.849287 0.0138647 0.0640682
2 4 2.07945 -0.367125 0.89577 0.324975 0.739252 -0.589829 0.0152976 0.0895611
2 5 1.84663 -0.399179 0.950342 -0.655912 0.74052 0.146322 0.0144182 0.0645561
2 6 2.22023 -0.479591 1.13741 0.421117 0.606976 -0.673973 0.00916879 0.0769924
2 7 1.9687 -0.280259 1.15897 0.268982 0.712818 0.647719 0.00935337 0.0862793
2 8 1.86944 -0.390504 1.19992 -0.903726 -0.29504 0.310212 0.012338 0.147227
2 9 2.04778 -0.392678 1.24058 0.833794 -0.308418 0.457894 0.0107403 0.065217
2 10 1.93604 -0.303454 1.25062 -0.446372 0.639023 0.62642 0.0150178 0.225366
2 11 2.04676 -0.302921 1.26492 -0.417925 0.279246 0.8645 0.0318925 0.307029
3 0 2.05595 -0.318102 1.61684 0.0544448 0.0124574 -0.998439 0.036386 0.281327
3 1 1.96262 -0.346394 1.6601 0.100521 0.982462 0.157048 0.0148242 0.0781457
3 2 2.10944 -0.600493 1.66463 0.269199 -0.172114 -0.94758 0.0165875 0.0809197
3 3 2.18461 -0.596726 1.7258 0.510722 -0.123357 0.85085 0.0381864 0.152573
3 4 2.11917 -0.429396 1.73682 0.965986 0.232795 -0.112597 0.0186243 0.0783064
3 5 2.2009 -0.497873 1.77757 0.187103 0.981331 -0.0445126 0.0446808 0.0572138
3 6 1.94766 -0.327684 1.78546 0.927961 0.3676 0.0613105 0.0270454 0.0458515
3 7 1.96386 -0.554406 1.78884 -0.31914 -0.944507 -0.0778207 0.0129129 0.041573
3 8 2.10816 -0.585496 1.80483 -0.646997 -0.723997 0.239214 0.0270234 0.0701405
3 9 2.00138 -0.56321 1.84363 0.336558 -0.676243 0.655305 0.0218748 0.112443
3 10 2.10407 -0.513039 1.85673 0.353184 -0.526041 -0.773655 0.0137945 0.0761775
3 11 1.93615 -0.414859 2.00385 -0.760881 0.600425 0.246069 0.0212989 0.0819127
3 12 1.90224 -0.536882 2.01955 -0.273665 0.494609 0.824906 0.0383667 0.124599
4 0 2.09285 -0.444017 2.10468 -0.00213237 -0.150364 0.988628 0.0278708 0.437776
4 1 2.04524 -0.405627 2.13236 -0.068838 0.977782 -0.197997 0.0143372 0.053649
4 2 1.97823 -0.54756 2.14387 -0.666265 0.0358975 -0.744851 0.0125378 0.0649782
4 3 1.97822 -0.561267 2.16097 -0.210631 -0.243794 0.946678 0.023882 0.19833
4 4 1.94847 -0.41701 2.20598 -0.744441 0.482886 -0.461117 0.016276 0.044344
4 5 1.98274 -0.404794 2.22348 0.0668045 -0.128343 0.989477 0.00973858 0.0997965
4 6 2.00687 -0.393233 2.23358 -0.089162 -0.137142 0.98653 0.0299155 0.235522
4 7 1.92475 -0.462264 2.35175 -0.73823 0.34792 -0.5779 0.0160987 0.10239
4 8 1.98615 -0.584039 2.3717 0.857691 -0.363424 -0.363715 0.0162541 0.160031
4 9 2.14739 -0.567359 2.41678 0.467312 0.770995 0.432651 0.0233543 0.099909
4 10 2.03456 0.41711 2.41691 0.19537 -0.980718 0.0047889 0.0415004 0.0425484
4 11 1.99291 -0.596735 2.42578 0.364249 -0.900531 0.237416 0.0155442 0.060239
4 12 2.12796 -0.497392 2.43616 0.341719 -0.857388 0.384855 0.0138259 0.0665981
4 13 2.00771 -0.410477 2.46964 -0.111234 -0.116514 0.98694 0.01309 0.167846
4 14 1.90908 -0.614776 2.51049 0.272509 -0.73778 -0.617592 0.0253392 0.205495
4 15 2.22577 -0.395827 2.54753 0.489074 -0.737388 -0.465903 0.0165722 0.120033
4 16 2.24604 -0.426802 2.59537 0.247933 -0.0292599 -0.968335 0.00859001 0.0552764
4 17 2.1275 -0.384086 2.70569 0.00227535 0.999984 0.00517057 0.0107615 0.0553247
4 18 1.99353 -0.58333 2.70576 -0.0760038 -0.3624 0.928918 0.0649114 0.14478
4 19 2.12911 -0.497611 2.74591 -0.301187 0.792108 -0.530897 0.0195423 0.275132
4 20 2.03704 -0.718795 2.80871 0.452492 -0.840692 -0.297469 0.0208198 0.0978336
5 0 2.04181 -0.491751 2.81433 0.0991054 0.711076 0.696096 0.0100672 0.13852
5 1 2.0754 -0.607576 2.88673 0.17669 0.325227 0.928982 0.0206518 0.094977
5 2 2.00169 -0.596948 2.89371 0.277079 0.936666 0.214207 0.0344607 0.255212
5 3 2.09866 -0.645394 2.90959 0.952209 0.28867 0.0998367 0.0263178 0.110773
5 4 1.98627 -0.722359 2.94497 -0.161432 -0.982132 -0.0967234 0.0188744 0.146245
5 5 2.17551 -0.710881 2.96316 0.44708 -0.145788 0.882533 0.0265895 0.233104
5 6 2.00319 -0.806635 3.03594 -0.829323 0.497469 -0.254458 0.0461909 0.355588
5 7 2.02252 -0.689652 3.05396 0.429838 0.501538 0.750799 0.025928 0.259728
5 8 2.1339 -0.676261 3.13897 0.969048 0.22132 -0.109377 0.0211136 0.220771
5 9 2.18501 -0.674439 3.23949 0.474953 -0.116948 -0.872206 0.0127995 0.0567053
6 0 2.27373 -0.851026 3.25239 0.730345 -0.682947 -0.0133858 0.0121574 0.0633617
6 1 2.24267 -0.666191 3.26282 0.952353 -0.00620993 0.304933 0.0265947 0.269049
6 2 2.18085 -0.644078 3.41223 0.339481 -0.103255 0.934928 0.0197716 0.134316
6 3 2.27108 -0.732151 3.47596 0.638284 -0.201436 0.742979 0.010959 0.0788314
7 0 2.10501 -0.513202 3.53926 -0.0866774 0.277354 0.95685 0.0184728 0.250934
8 0 2.26035 -0.645095 4.00115 -0.0570779 0.743461 0.666339 0.0144571 0.169156
8 1 2.12286 -0.688631 4.00839 0.0191793 -0.153445 -0.987971 0.0374593 0.222021
8 2 2.23283 -0.753357 4.0429 0.538233 -0.651723 -0.534381 0.0163743 0.0813324
9 0 2.24613 -0.698899 4.15594 -0.671096 0.389995 -0.630503 0.0194197 0.313386
9 1 2.14905 -0.801411 4.17912 -0.657225 -0.12838 0.74268 0.0150433 0.091558
9 2 2.11644 -0.757355 4.23264 -0.712385 0.294928 -0.636809 0.0110244 0.250623
9 3 2.23681 -0.703435 4.35435 0.117263 -0.177506 0.977109 0.012362 0.197671
9 4 2.2328 -0.621396 4.39128 -0.12208 0.376079 0.91851 0.019726 0.203056
