0 -105.448 -26.7172 195.252 0.977335 -0.210608 0.0214533 5.8936 34.6138
1 -72.4319 -31.3985 194.6 0.999355 -0.0192621 -0.030313 5.72105 42.265
2 -30.4463 -28.1885 191.285 0.971376 -0.222797 0.0824043 6.89714 70.4901
3 37.053 -43.2814 198.046 0.996161 -0.0682871 0.0547726 6.15702 68.044
4 104.555 -46.1409 199.349 0.980451 -0.189717 -0.052185 4.5102 76.1308
5 176.566 -63.4141 199.011 0.916843 -0.270634 0.293523 4.09227 55.1638
6 218.554 -71.7884 206.753 0.643535 0.10342 0.758397 3.74655 47.8852
7 248.567 -64.0658 222.547 0.991186 -0.125061 0.0437025 2.47392 23.9935
8 272.664 -67.037 226.393 0.994621 -0.0995933 -0.0284605 2.64137 33.0108
9 304.58 -78.2295 210.611 0.764029 0.408171 0.499657 2.35889 61.6692
