0 -92.7096 -47.5589 184.445 0.96661 0.172045 -0.18991 4.85498 12.8407
1 -81.2776 -44.5111 183.66 0.976804 0.0287428 -0.212197 5.4076 31.784
2 -51.278 -47.1727 177.304 0.969432 -0.0751802 -0.233558 4.70754 60.2323
3 5.7148 -49.6174 164.313 0.824274 -0.0884733 -0.559235 4.89335 18.9288
4 17.7141 -50.8443 157.146 0.9756 0.0605833 -0.211031 5.12057 44.8828
5 59.7251 -48.7621 147.225 0.97132 0.0581997 -0.230544 4.01542 16.715
6 74.7191 -47.7821 143.516 0.977109 0.0735717 -0.199611 4.31195 28.664
7 101.716 -46.1335 139.938 0.915847 -0.210689 -0.34181 4.26809 21.7023
8 119.718 -51.0991 133.141 0.920952 -0.250671 -0.298348 4.40589 21.466
9 137.718 -56.8246 128.9 0.883157 -0.379213 -0.276099 3.45164 12.7247
10 146.724 -57.9046 126.103 0.896722 -0.120293 -0.425933 4.55533 35.7624
11 176.721 -62.5611 111.273 0.864188 -0.320336 -0.388026 3.55484 16.5736
12 194.859 -113.434 204.955 0.0581338 0.522859 -0.850434 2.23018 20.5344
