1 0 -80.4118 103.016 152.122 0.956048 -0.0990344 -0.275978 0.949108 7.90657
2 0 -66.2015 102.633 150.433 -0.934869 0.123827 -0.332697 0.824747 6.22308
2 1 -58.2753 90.4356 154.912 -0.979797 -0.0831276 0.1819 1.28229 5.72059
2 2 -57.8591 94.5889 144.936 -0.996232 0.00546698 -0.0865518 1.30266 7.83294
3 0 -53.8424 100.333 148.257 -0.460619 0.184371 0.868238 2.02325 5.65109
3 1 -52.4996 97.6184 158.59 0.00884585 -0.909863 0.414815 2.97557 6.07879
3 2 -51.5345 89.8105 151.729 -0.907095 0.22172 0.357797 2.8838 42.8429
3 3 -43.7541 91.341 145.223 0.518061 0.769149 -0.374195 2.42147 19.5069
3 4 -36.3272 93.4166 142.957 0.998022 -0.0333319 -0.0533005 0.943649 14.4338
3 5 -24.144 99.4559 151.188 0.996852 -0.0537923 0.0582505 0.00142455 11.0813
3 6 -21.9333 90.4779 142.1 0.973472 0.0612598 -0.220452 1.44759 6.40688
3 7 -16.8474 89.5028 153.749 0.992915 -0.00604966 0.118675 1.1713 4.20988
3 8 -12.8204 104.302 153.657 -0.998804 0.0379625 0.0308053 1.26106 44.4614
3 9 -11.9935 78.891 149.473 -0.75813 -0.650375 -0.0474455 1.34443 8.40748
4 0 -6.6367 82.559 149.295 -0.259121 0.106961 -0.959904 3.56258 10.468
4 1 2.3893 102.019 152.05 -0.99698 0.0263933 0.0730306 2.55829 15.2406
7 0 86.2559 119.933 140.589 -0.388838 0.081497 0.917695 0.816953 3.26706
7 1 92.8969 107.624 136.897 0.0899172 0.383213 0.919273 1.36109 3.50662
8 0 95.5759 107.323 137.467 0.937102 0.312603 -0.155302 1.51396 12.3973
8 1 96.6979 98.4516 145.235 -0.321283 -0.849971 -0.417523 1.49017 3.54717
8 2 104.678 89.9968 135.281 -0.749791 0.556738 -0.357569 4.59842 15.4783
9 0 110.774 119.14 138.873 0.110913 -0.300487 0.947315 2.22001 10.6258
9 1 128.592 131.745 133.989 0.037045 0.897738 -0.43897 2.02321 17.0191
