0 0 -57.775 -63.9083 81.825 0.992914 0.117776 0.0158328 3.23793 32.4275
0 1 -54.835 -60.3213 90.7299 0.974994 -0.130077 0.180187 1.59161 13.54
0 2 -47.7778 -56.5151 82.8532 -0.298336 0.306891 -0.903777 1.0383 10.3424
0 3 -38.4802 -61.2473 92.2917 -0.355532 0.921824 0.154393 0.828122 2.73404
0 4 -27.2744 -53.9324 89.7671 -0.186214 0.309824 -0.932381 0.840363 3.07432
3 0 -6.5563 -60.2623 91.8529 0.423659 -0.85432 -0.301083 2.77608 14.0183
4 0 23.4698 -69.5654 94.1409 -0.717854 0.677402 -0.160659 3.52192 10.1088
4 1 24.7972 -73.3415 87.3188 -0.599934 -0.194207 -0.77612 1.63707 6.48293
5 0 34.5311 -73.3284 90.6941 0.919563 0.360584 0.156152 1.74871 16.2767
5 1 42.5493 -80.9338 84.9431 0.309251 -0.349316 0.884501 1.89801 15.3121
6 0 49.3603 -69.4562 91.8085 0.307319 0.798263 0.518007 1.31544 10.4437
6 1 61.9733 -72.9584 84.8335 -0.0042436 0.0597563 0.998204 2.20358 16.45
6 2 77.2213 -77.6038 85.6018 -0.554302 -0.230523 0.799755 1.78315 9.09065
7 0 78.0863 -76.0868 82.1571 0.0317709 -0.202512 0.978764 2.46895 10.1209
7 1 90.1603 -74.4154 75.9669 0.551726 0.716465 -0.426938 2.5334 22.8441
7 2 92.1863 -78.3044 73.0422 -0.968103 0.00673361 0.250461 2.07498 16.6997
7 3 101.938 -79.0072 68.6298 0.873593 0.233671 -0.426888 0.681812 4.61098
7 4 104.745 -73.5202 75.4439 -0.924193 0.0645033 0.37644 0.621591 11.076
8 0 106.194 -77.2379 70.2572 0.56475 -0.810768 0.153988 2.38516 18.2546
8 1 111.342 -72.5539 67.3909 -0.324387 0.942979 0.0745959 2.23692 15.102
9 0 120.992 -78.3744 62.7401 0.85407 -0.262892 -0.448833 1.01109 7.81508
10 0 129.694 -81.4253 59.9834 0.189993 0.938843 0.287187 0.959189 5.31097
11 0 138.543 -86.7028 70.687 0.0563368 0.990323 -0.126829 1.21292 19.3418
12 0 145.308 -82.9884 66.5326 0.693026 -0.629128 0.352013 1.54396 13.5452
12 1 148.624 -81.8422 65.6584 0.339156 -0.741181 0.579331 2.01495 2.79719
12 2 156.978 -91.7844 68.1094 -0.398964 -0.916689 0.0225593 1.87866 14.1792
13 0 163.446 -99.6107 64.4107 0.897724 0.376162 0.229334 1.02845 5.03273
13 1 180.023 -83.1577 55.0225 0.807787 0.39112 -0.441028 0.851844 11.662
