0 -61.6607 -62.9862 84.4745 0.9881 0.117325 0.0994669 4.24102 35.9534
2 -17.1999 -60.8444 71.9683 0.399813 0.0963045 0.911523 2.50822 18.5854
3 -8.2271 -59.046 88.4022 0.961216 0.0581162 0.269604 4.46726 27.322
4 18.7904 -69.7062 92.9591 0.888323 -0.418288 -0.189519 3.97261 18.5865
5 33.7786 -76.56 90.139 0.937169 0.144697 -0.317454 3.79275 18.9092
6 48.7733 -72.4471 84.4149 0.994401 -0.05097 -0.0925645 3.38365 27.627
7 75.7983 -74.642 80.2014 0.959772 -0.0726831 -0.271212 3.70801 32.6518
8 105.772 -75.0295 70.4655 0.918786 -0.0843331 -0.385644 3.63847 17.4554
9 120.774 -76.3014 65.9274 0.967658 -0.188354 -0.16781 2.84967 7.78237
10 126.776 -124.872 48.6961 0.066224 0.937585 0.341393 2.10762 12.2246
11 132.772 -52.884 56.9163 0.211419 -0.955812 0.20427 4.72581 25.3415
12 144.772 -81.3673 62.7281 0.731085 -0.620983 0.282659 3.38082 18.3418
13 156.773 -90.8583 65.8742 0.809078 0.334209 -0.483422 2.06962 40.5695
