0 -113.293 92.0187 183.764 0.962897 0.258452 -0.0776656 2.02597 30.4388
1 -83.8305 98.6978 184.952 0.98296 0.102704 -0.152452 2.32413 12.1714
2 -71.933 101.355 186.644 0.99661 -0.0108186 0.0815606 4.86777 30.581
3 -41.8876 99.1055 191.277 0.992669 0.11763 0.0277902 3.59025 19.1254
4 -23.9329 101.505 191.265 0.992204 -0.0135248 0.123892 4.29353 20.5479
5 -2.916 101.024 217.986 0.952047 -0.000399492 -0.30595 4.15064 76.8633
6 78.091 101.862 190.541 0.915488 0.14813 -0.374083 4.19401 43.3008
7 117.066 103.457 175.435 0.908392 -0.342452 -0.239899 3.74577 21.595
8 135.072 81.1824 180.294 0.390149 0.814123 -0.430101 6.82503 36.3584
9 162.251 0.982234 194.543 0.0920893 0.965764 -0.242526 4.61621 36.9929
